Study.ID,Name,Affiliation,email,Role,Acknowledgments/Funding,I.checked.the.processed.data.and.it.is.correct,I.confirm.all.coauthors.are.added.and.affiliations.are.correct
James_Reilly_Prunus_cerasus_USA_2014,S. Rao,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2014,N. Rothwell,"Northwest Michigan Horticultural Research Center, Michigan State University, Traverse City, MI 49684, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2014,L. Rowe,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2014,K. L. Ward,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2014,K. L. Ward,"National Park Service, Yosemite National Park, CA 95389, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2014,Neal M. Williams,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2014,J. K. Wilson,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2014,R. Isaacs,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2014,Rachael Winfree,"Department of Ecology, Evolution and Natural Resources, Rutgers University, New Brunswick, NJ 08901, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,James R. Reilly,"Department of Ecology, Evolution and Natural Resources, Rutgers University, New Brunswick, NJ 08901, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,D. R. Artz,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,D. Biddinger,"Department of Entomology, Pennsylvania State University Fruit Research and Extension Center, Biglerville, PA 17307, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,K. Bobiwash,"Department of Biological Sciences, Simon Fraser University, Burnaby, BC, V5A1S6 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,K. Bobiwash,"Department of Entomology, University of Manitoba, Winnipeg, MB R3T 2N2 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,N. K. Boyle,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,N. K. Boyle,"Department of Entomology, Pennsylvania State University, University Park, PA 16802, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,C. Brittain,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,J. Brokaw,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,J. W. Campbell,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,J. W. Campbell,"USDA Agricultural Research Service, Northern Plains Agricultural Research Laboratory, Sidney, MT 59270, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,J. Daniels,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,J. Daniels,"Florida Museum of Natural History, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,E. Elle,"Department of Biological Sciences, Simon Fraser University, Burnaby, BC, V5A1S6 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,J. D. Ellis,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,S. J. Fleischer,"Department of Entomology, Pennsylvania State University, University Park, PA 16802, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,J. Gibbs,"Department of Entomology, University of Manitoba, Winnipeg, MB R3T 2N2 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,R. L. Gillespie,"Agriculture and Natural Resource Program, Wenatchee Valley College, Wenatchee, WA 98801, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,K. B. Gundersen,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015, L. Gut,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,G. Hoffman,"Department of Crop and Soil Science, Oregon State University, Corvallis, OR 97331, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,N. Joshi,"Department of Entomology and Plant Pathology, University of Arkansas, Fayetteville, AR 72701, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,O. Lundin,"Department of Ecology, Swedish University of Agricultural Sciences, SE-75007 Uppsala, Sweden",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,K. Mason,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,C. M. McGrady,"Department of Applied Ecology, North Carolina State University, Raleigh, NC 27695, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,S. S. Peterson,"AgPollen, 14540 Claribel Road, Waterford, CA 95386, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,T. L. Pitts-Singer,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,S. Rao,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,N. Rothwell,"Northwest Michigan Horticultural Research Center, Michigan State University, Traverse City, MI 49684, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,L. Rowe,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,K. L. Ward,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,K. L. Ward,"National Park Service, Yosemite National Park, CA 95389, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,Neal M. Williams,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,J. K. Wilson,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,R. Isaacs,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_cerasus_USA_2015,Rachael Winfree,"Department of Ecology, Evolution and Natural Resources, Rutgers University, New Brunswick, NJ 08901, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,James R. Reilly,"Department of Ecology, Evolution and Natural Resources, Rutgers University, New Brunswick, NJ 08901, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,D. R. Artz,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,D. Biddinger,"Department of Entomology, Pennsylvania State University Fruit Research and Extension Center, Biglerville, PA 17307, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,K. Bobiwash,"Department of Biological Sciences, Simon Fraser University, Burnaby, BC, V5A1S6 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,K. Bobiwash,"Department of Entomology, University of Manitoba, Winnipeg, MB R3T 2N2 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,N. K. Boyle,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,N. K. Boyle,"Department of Entomology, Pennsylvania State University, University Park, PA 16802, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,C. Brittain,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,J. Brokaw,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,J. W. Campbell,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,J. W. Campbell,"USDA Agricultural Research Service, Northern Plains Agricultural Research Laboratory, Sidney, MT 59270, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,J. Daniels,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,J. Daniels,"Florida Museum of Natural History, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,E. Elle,"Department of Biological Sciences, Simon Fraser University, Burnaby, BC, V5A1S6 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,J. D. Ellis,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,S. J. Fleischer,"Department of Entomology, Pennsylvania State University, University Park, PA 16802, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,J. Gibbs,"Department of Entomology, University of Manitoba, Winnipeg, MB R3T 2N2 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,R. L. Gillespie,"Agriculture and Natural Resource Program, Wenatchee Valley College, Wenatchee, WA 98801, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,K. B. Gundersen,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013, L. Gut,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,G. Hoffman,"Department of Crop and Soil Science, Oregon State University, Corvallis, OR 97331, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,N. Joshi,"Department of Entomology and Plant Pathology, University of Arkansas, Fayetteville, AR 72701, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,O. Lundin,"Department of Ecology, Swedish University of Agricultural Sciences, SE-75007 Uppsala, Sweden",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,K. Mason,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,C. M. McGrady,"Department of Applied Ecology, North Carolina State University, Raleigh, NC 27695, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,S. S. Peterson,"AgPollen, 14540 Claribel Road, Waterford, CA 95386, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,T. L. Pitts-Singer,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,S. Rao,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,N. Rothwell,"Northwest Michigan Horticultural Research Center, Michigan State University, Traverse City, MI 49684, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,L. Rowe,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,K. L. Ward,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,K. L. Ward,"National Park Service, Yosemite National Park, CA 95389, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,Neal M. Williams,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,J. K. Wilson,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,R. Isaacs,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2013,Rachael Winfree,"Department of Ecology, Evolution and Natural Resources, Rutgers University, New Brunswick, NJ 08901, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,James R. Reilly,"Department of Ecology, Evolution and Natural Resources, Rutgers University, New Brunswick, NJ 08901, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,D. R. Artz,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,D. Biddinger,"Department of Entomology, Pennsylvania State University Fruit Research and Extension Center, Biglerville, PA 17307, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,K. Bobiwash,"Department of Biological Sciences, Simon Fraser University, Burnaby, BC, V5A1S6 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,K. Bobiwash,"Department of Entomology, University of Manitoba, Winnipeg, MB R3T 2N2 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,N. K. Boyle,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,N. K. Boyle,"Department of Entomology, Pennsylvania State University, University Park, PA 16802, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,C. Brittain,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,J. Brokaw,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,J. W. Campbell,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,J. W. Campbell,"USDA Agricultural Research Service, Northern Plains Agricultural Research Laboratory, Sidney, MT 59270, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,J. Daniels,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,J. Daniels,"Florida Museum of Natural History, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,E. Elle,"Department of Biological Sciences, Simon Fraser University, Burnaby, BC, V5A1S6 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,J. D. Ellis,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,S. J. Fleischer,"Department of Entomology, Pennsylvania State University, University Park, PA 16802, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,J. Gibbs,"Department of Entomology, University of Manitoba, Winnipeg, MB R3T 2N2 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,R. L. Gillespie,"Agriculture and Natural Resource Program, Wenatchee Valley College, Wenatchee, WA 98801, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,K. B. Gundersen,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014, L. Gut,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,G. Hoffman,"Department of Crop and Soil Science, Oregon State University, Corvallis, OR 97331, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,N. Joshi,"Department of Entomology and Plant Pathology, University of Arkansas, Fayetteville, AR 72701, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,O. Lundin,"Department of Ecology, Swedish University of Agricultural Sciences, SE-75007 Uppsala, Sweden",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,K. Mason,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,C. M. McGrady,"Department of Applied Ecology, North Carolina State University, Raleigh, NC 27695, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,S. S. Peterson,"AgPollen, 14540 Claribel Road, Waterford, CA 95386, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,T. L. Pitts-Singer,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,S. Rao,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,N. Rothwell,"Northwest Michigan Horticultural Research Center, Michigan State University, Traverse City, MI 49684, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,L. Rowe,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,K. L. Ward,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,K. L. Ward,"National Park Service, Yosemite National Park, CA 95389, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,Neal M. Williams,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,J. K. Wilson,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,R. Isaacs,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Prunus_dulcis_USA_2014,Rachael Winfree,"Department of Ecology, Evolution and Natural Resources, Rutgers University, New Brunswick, NJ 08901, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,James R. Reilly,"Department of Ecology, Evolution and Natural Resources, Rutgers University, New Brunswick, NJ 08901, USA",NA,Lead author/Corresponding author,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,D. R. Artz,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,D. Biddinger,"Department of Entomology, Pennsylvania State University Fruit Research and Extension Center, Biglerville, PA 17307, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,K. Bobiwash,"Department of Biological Sciences, Simon Fraser University, Burnaby, BC, V5A1S6 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,K. Bobiwash,"Department of Entomology, University of Manitoba, Winnipeg, MB R3T 2N2 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,N. K. Boyle,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,N. K. Boyle,"Department of Entomology, Pennsylvania State University, University Park, PA 16802, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,C. Brittain,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,J. Brokaw,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,J. W. Campbell,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,J. W. Campbell,"USDA Agricultural Research Service, Northern Plains Agricultural Research Laboratory, Sidney, MT 59270, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,J. Daniels,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,J. Daniels,"Florida Museum of Natural History, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,E. Elle,"Department of Biological Sciences, Simon Fraser University, Burnaby, BC, V5A1S6 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,J. D. Ellis,"Department of Entomology and Nematology, University of Florida, Gainesville, FL 32611, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,S. J. Fleischer,"Department of Entomology, Pennsylvania State University, University Park, PA 16802, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,J. Gibbs,"Department of Entomology, University of Manitoba, Winnipeg, MB R3T 2N2 Canada",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,R. L. Gillespie,"Agriculture and Natural Resource Program, Wenatchee Valley College, Wenatchee, WA 98801, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,K. B. Gundersen,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015, L. Gut,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,G. Hoffman,"Department of Crop and Soil Science, Oregon State University, Corvallis, OR 97331, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,N. Joshi,"Department of Entomology and Plant Pathology, University of Arkansas, Fayetteville, AR 72701, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,O. Lundin,"Department of Ecology, Swedish University of Agricultural Sciences, SE-75007 Uppsala, Sweden",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,K. Mason,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,C. M. McGrady,"Department of Applied Ecology, North Carolina State University, Raleigh, NC 27695, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,S. S. Peterson,"AgPollen, 14540 Claribel Road, Waterford, CA 95386, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,T. L. Pitts-Singer,"USDA-Agricultural Research Service, Pollinating Insects Research Unit, Logan, UT 84322, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,S. Rao,"Department of Entomology, University of Minnesota, St. Paul, MN 55113, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,N. Rothwell,"Northwest Michigan Horticultural Research Center, Michigan State University, Traverse City, MI 49684, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,L. Rowe,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,K. L. Ward,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,K. L. Ward,"National Park Service, Yosemite National Park, CA 95389, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,Neal M. Williams,"Department of Entomology and Nematology, University of California Davis, Davis, CA 95616, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,J. K. Wilson,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Co-author/Co-owner,NA,NA,NA
James_Reilly_Vaccinium_corymbosum_USA_2015,R. Isaacs,"Department of Entomology, Michigan State University, East Lansing, MI 48824, USA",NA,Lead author/Corresponding author,NA,NA,NA
