Organism_ID,Family,Guild
Xylocopa sp.2,NA,NA
Xylocopa sp.3,NA,NA
Xylocopa splendidula,Apidae,NA
Xylocopa tranquabarorum,Apidae,NA
Xylocopa violacea,Apidae,NA
Xylocopa virginica,Apidae,NA
Xylocopa_aestuans,NA,NA
Xylocopa_appendiculata_circumvolans,NA,NA
Xylocopa_inconstans_Smith_cf,NA,NA
Xylocopa_sp1,Apidae,NA
Xylota_ segnis,Syrphidae,NA
Xylota_segnis,NA,NA
Xylota_tarda,Syrphidae,NA
Zenillia albipila,Tachinidae,NA
Zenillia_albipila,NA,NA
Zizeeria maha,Lycaenidae,NA
Zizina_labradus,NA,NA
Zygoptera_sp.,NA,NA
NA,NA,NA
NA,Apidae,NA
NA,Syrphidae,NA
NA,Arctiidae,NA
NA,Hesperidae,NA
NA,Noctuidae,NA
NA,Nymphalidae,NA
NA,Papilionidae,NA
NA,Pyralidae,NA
NA,Sphingidae,NA
